khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp
"shop vừa giao sai màu vừa sai cỡ mặc dù mình đã liên hệ để hỏi shop trước và shop đã xác nhận. thất vọng về cách kinh doanh của chị chủ shop. tạm để shop 3 sao, nếu chị chủ shop muốn sửa sao, liên hệ lại mình nha.",3,giày nam bền đẹp bigman ơi cùng là người bán mà chơi bẩn thế bạn? bên m giao đúng hàng cho bạn nhận hàng rồi cũng không hề phản hồi gì bạn lại đi blochồng ib mình luôn r lên đây đánh giá 3*. hãy là người kinh doanh có đức trước đi b nha!,1,0,0
dép bị nhăn và gẫy gập quá nhiều nhưng với giá đó thì cũng không đòi hỏi được,3,dạ form dép mềm nên vận chuyển có bị nhăn. b để vài ngày là hồi lại nha,0,0,3
chất lượng ổn nhưng size quá bé đặt size 44 đi không khách 40,3,,0,0,3
giao hàng quá chậm,3,,0,1,0
dép bay mùi nhựa,3,,0,0,3
"hôi lắm ạ, nhưng cũng được",3,,0,0,3
khá ok .mùi nhựa kinh quá với bị bong màu,3,,0,0,3
đưa sai màu,3,,0,0,3
đặt cái này giao hàng cái khác ,3,shop giao đúng hàng cho b r mà ạ,0,0,3
không ưng ý ,3,,0,0,3
"dép hơi cứng, quai ngang đi lâu chắc sẽ cứa vào đau chân, phần trắng hơi bị loang màu",3,,0,0,3
sau vài ngày sử dụng đôi dép dơ chà đế không ra nhìn chán luôn á. mỗi được cái mã đẹp thôy chứ đế dơ bám luôn vào lớp cao su chà không ra. mọi người nên cân nhắc,3,,0,0,3
dép đẹp êm chân nhưng mà keo không được chắc nhanh bung,3,,0,0,3
"sai lầm luôn mọi ơi , mang nó nổi đốm đen , chà hoài không ra .",3,,0,0,3
chữ lem size bình thường mình mang 39 nhưng đây đặt lên 1 size vẫn nhỏ,3,la store xin cảm ơn bạn khách hàng luôn là điều tuyệt vời nhất với chúng tôi chúc bạn luôn thành công và gặp nhiều may mắn!,0,0,3
đi được 1 ngày đen xì giặt cỡ nào cũng không hết,3,,0,0,3
hơi đau chân,3,,0,0,3
đây là màu xám ?,3,,0,0,3
hàng không giống ảnh không nên mua có vết bẩn dơ gói hàng sơ sài form xấu,3,,0,0,3
"đế hơi cứng nha mọi người, với lại mọi người nên mua đúng size mang giày nha, đừng giảm size vì do form dép nó vậy á.",3,,0,0,3
đặt màu này shop giao màu kia chất lượng dép thì không chấp nhận được,3,,1,0,0
dép đẹp nhưng mà nó dơ thì chà không ra   nó ăn dính vô cao su luôn không biết làm cách nào để hết dơ,3,,0,0,3
bẩn đánh không ra đế hơi cứng,3,,0,0,3
dép hơi lỗi cho shop 3 sao,3,,0,0,3
hàng đẹp như hơi đắt,3,,0,0,3
"chất lượng ok , mỗi tội đi là chà không ra hic",3,,0,0,3
nên mua nhưng đi vào chân đen không xoá được  ,3,,0,0,3
nhầm màu,3,,0,0,3
dép khó vệ sinh,3,,0,0,3
shop giao sai màu dép,3,,1,0,0
"dép bị nhả keo, với bẩn vài chỗ",3,,0,0,3
size bị nhỏ và không thật sự giống với quảng cáo,3,,0,0,3
chất lượng kém,3,,0,0,3
mua 2 đôi thì có vấn đề cả 2. shop có bảo hoàn trả nhưng mình không có thời gian nên chịu.,3,,0,0,3
"dép đẹp mà shop gói ẩu quá trời, nhận về móp méo tùm lum, còn bị bung một bên mặt cười nữa chứ",3,,0,0,3
dép ok nhưng giao hàng lâu tận 1 tuần mặc dù đều ở nội thành hà nội,3,,0,0,3
"shop giao hàng siêu lâu, dép bị chảy keo, nhìn kiểu bè bè méo méo sao á",3,,0,0,3
"không ưng ý về sản phẩm cho lắm , sản phẩm nghe mùi nhựa rất nặng ,giao hàng thân thiện",3,,0,0,3
"mua ở quê đôi y chang 45k nhưng khuôn đẹp và mềm hơn rất nhiều đôi này, hơi thất vọng.",3,,0,0,3
keo dán dép lộ lắm. mà dép hơi dã man luôn ý .,3,,0,0,3
dép tạm ổn. mùi keo khá nồng kiểu mới dán. bị lỗi dán hình nhưng không tẩy đi nhìn chán vải. shop có đề nghị đổi hàng nhưng mình không có thời gian.,3,,1,0,3
shop đóng gói rất sơ sài chỉ có mỗi túi bóng nên đôi dép mình nhận bị mất form hoàn toàn phần mũi dép nhìn nản lắm luôn thật sự rất buồn. lần đầu mình đánh giá shop nào 3 sao luôn á  ,3,,0,0,3
dép cứng hơi nhiều mùi cao su giá đấy nên cũng không đòi hỏi nhiều,3,,0,0,3
"dép cứng, đi đau chân. Khuyến khích mọi người lấy lên 2 size nếu muốn thoải mái. form dép bé",3,,0,0,3
"dép mùi nặng quá mọi người ạ. mình nghe không chịu được, như là bước vô shop giày vậy á. còn dán với thiết kế thì lỗi quá. đeo cũng cứng nữa. rẻ thì rẻ chứ làm vậy coi không được",3,,0,0,3
trừ shop 1 sao vì giao hàng hơn 10 ngày chưa đến! trừ thêm 1 sao vì dép có mùi nồng kinh khủng! size dép nên đặt đúng size mang chưa vừa nha mọi người! mình ham hố đặt rộng hơn 1 size mà h nó rộng quá trời luôn,3,,1,0,3
"dép tạm ổn,giống hình nhưng mà size hơi nhỏ   mùi thì là mùi gì ý ngửi hơi khó chịu",3,,0,0,3
dép đẹp nhưng mà có mùi gì nồng nặc lắm luôn để ngoài trời 3 ngày rồi mà vẫn không hết mùi,3,,0,0,3
hình dán trên dép dán bị lệch dép không được như trong hình dùng đi hơi khó chịu,3,,0,0,3
"chạm và giữ một đoạn để ghim đoạn đó. các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.sử dụng biểu tượng chỉnh sửa để ghim, thêm hoặc xóa đoạn.",3,,0,0,3
nên lấy size to hơn chân á. chứ chọn đúng size hơi kích chân. nhưng mà shop phục vụ khá kém. vì hàng hơi nhỏ nên mình muốn đổi hàng shop không rep  tóm lại với giá đấy cũng ok,3,,1,0,3
"ngoại trừ việc hơi shock vì miếng sticker ra thì mọi thứ còn lại không đáng nói. shop cũng đã xin lỗi rồi, nhưng vẫn trừ sao nhá",3,,1,0,0
sản phẩm khi lấy về đã bị bung như này rồi và còn rất nồng mùi nữa,3,,0,0,3
thời gian giao hàng lâu. sticker rơi vải không gắn liền với dép. hình ảnh chỉ mang tính chất nhận xu,3,,1,1,0
"dép đẹp nhưng hình không chắc chắn, vừa mở bao ra là hình một nơi dép một nẻo…",3,,0,0,3
"giao nhanh, dép đẹp nhưng không biết vì sao mà 1 chiếc bị móp   xấu hết đôi dép",3,,0,1,3
keo dính từ lưa mùi thì hôi ,3,,0,0,3
"dép đẹp nhưng giao hàng bị bóc keo ra hết,hơi thất vọng một xíu",3,,0,0,3
"dẹp cũng bình thường thôi ạ, nếu muốn đẹp thì đầu tư em đắt hơn là ok",3,,0,0,3
dép cứng đi hơi đau chân đi lần đầu ok lần thứ 2 ok lần thứ 3 thì bị sứt cái miếng trang trí 2 bên ra luôn,3,,0,0,3
"trầm cảm vì quả dép mọi người ạ. mình đi 37, đặt lên 38 mà chật như 35,36 ạ. mọi người nên cân nhắc nhé",3,,1,0,0
form cứ xấu xấu ấy  hơi cứng với mùi nhựa nữa  mình còn mua nhầm size nên chán quá,3,,0,0,3
mua 2 lần cùng 1 size mà về khác nhau hoàn toàn dính hình còn bị lệch nữa,3,,0,0,3
cái ông làm dép mắt bị lé hay sao ý mà gắn cái hình lệch rõ nhắn tin có tức không cơ chứ  ,3,,0,0,3
mua hàng lần đầu nhưng mình khá buồn khi nhận được. dép size rất nhỏ. đã tăng lên 2 size số với bình thường mà vẫn chật. biết vậy mình đã nhắn tin bảo shop đổi lên size cho mình. shop cũng nói đồng ý. xong vẫn gửi cho mình đôi size bé. làm không đi được. ship thì tận 5 ngày mới giao đến.,3,,0,0,3
dép bị đen nhiều chỗ bị vương keo hơi mùi nhựa chất lì nên rất dễ bẩn,3,,0,0,3
"đặt ngày 12/12 mà đến 22/12 mới nhận được , đã giao lâu dép về còn méo nữa  ",3,,0,1,3
"hình không chắc chắn ms nhận hàng đã bong hình, mùi rất nồng hắc và độc",3,,0,0,3
sản phẩm như hình nhưng chất lượng thì không như mình nghĩ đi không êm chân nha anh em mua thử shop khác,3,,0,0,3
shop giao hàng nhanh nhưng shop lại giao nhầm đôi cho mình mình đặt đôi cô gái mà shop lại giao cho mình đôi hình con gấu là sao ạ khi mở ra mùi nhựa rất lồng mong shop chú ý hơn ạ,3,,0,1,3
sản phẩm giao hơi lâu dép có mùi rất nồng dép hơi cứng sản phẩm tạm ổn ,3,,0,1,3
"đặt size 38 shop giao size 37. thất vọng. nhắn tin shop , shop cũng xin lỗi rồi",3,,1,0,0
dép đẹp nhưng khi nhận thì mình thấy bị dơ như thế này,3,,0,0,3
"khá thất vọng vì shop đóng gói không cẩn thận làm một vài chỗ bị méo, 1 chiếc dép bị bung cả hình, giờ phải mang 1 chiếc có chiếc không",3,,0,0,3
mình đặt size 39 mà shop cho tận size 40 . dép cũng được nhưng mà có mùi cao su hắc quá   chất liệu dễ bám bẩn  ,3,,0,0,3
mình lười lên không chụp hàng nhìn thì đẹp lắm í nhưng mà shop lên đơn nhầm size,3,,0,0,3
dép mang hơi xấu mà cũng tạm được thôi có mùi hôi kinh khủng luôn ok tầm giá này không đòi hỏi,3,,0,0,3
"dép cũng ok nhưng 2 miếng dán gần bị bong tróc hết luôn, mình phải dùng keo dính lại",3,,0,0,3
"dép mùi cực kì khó chịu. dép cắt đế lệch, rách . không ưng cho lắm huhu. biết là săn giá rẻ nhưng hàng xấu thậm tệ  ",3,,0,0,3
"mẫu giống hình , nhưng vì một số lỗi khiến mình không hài lòng nên đánh 3 sao",3,,0,0,3
bạn nào muốn mua rộng thì tăng lên 2 size nhé 1 tăng 1 size đeo vừa chân thôi,3,,0,0,3
dép lỗi hình cô gái,3,,0,0,3
sản phẩm hôi hình dán mong manh vải,3,,0,0,3
sản phẩm đẹp ( hình ảnh mang tính chất nhận xu),3,,0,0,3
"nhát chụp quá nên lấy đỡ hình. dép đẹp , nhưng cái mùi cao su hôi khủng khiếp, làm mình bị nhứt đầu",3,,0,0,3
cũng ok,3,,0,0,3
được cái shop giao nhanh nhưng dép xấu cứng nữa không ưng chút nào,3,,0,1,3
"dép đẹp, chắc chắn nhưng dễ bị xướt, bị dơ và hơi chật so với size",3,,0,0,3
dép hơi lỗi ở phần hình nó bị tràn keo í với lại mở hàng ra thì mùi hôi kinh khủng ,3,,0,0,3
"dép giao lâu mới mở ra thì bị sức cái con gấu ra,hàng đẹp nên mua nha mọi người",3,,0,1,3
dép đẹp ok mà đem về nó hôi mùi nhựa không chịu được,3,,0,0,3
"mùi hơi ghê ghê, phải tự tay rửa nhưng vẫn không hết mùi ",3,,0,0,3
"sản phẩm phù hợp với giá tiền , nhưng mà cái hình dán trên dép mới rửa chút đã rơi ra",3,,0,0,3
cũng xinh nhưng cái hình dán không chắc với lại khá hôi,3,,0,0,3
"đặt màu đen mà giao màu trắng, sticker còn bị rơi nhưng cũng xinh",3,,1,0,3
"mùi cứ phải gọi là kinh khủng , hình dán thì dễ bung .",3,,0,0,3
dép đẹp nhưng mùi cao su nồng quá ,3,,0,0,3
không đẹp lắm,3,,0,0,3
"nhựa này ném vỡ đầu, chất lượng quá tệ",3,,0,0,3
"giao lâu, sticker thì bị rớt",3,,0,0,3
dép hơi bẩn,3,,0,0,3
đẹp nhưng mà giao lâu quá  ,3,,0,1,3
size 40 rồi mà vẫn nhỏ,3,,1,0,0
không có size 41 nên mang hơi nhỏ,3,,0,0,3
bình thường. lỗi nhiều và mùi nặng,3,,0,0,3
size 40 như 36 ,3,,0,0,3
nhiều mùi cao su,3,,0,0,3
hơi chật so với ảnh,3,,0,0,3
giao lâu chưa mang đã bày mất .,3,,0,1,0
dép hơn móp sản phẩm cũng tạm,3,,0,0,3
hơi tệ,3,,0,0,3
dép đẹp nhưng hình chibi bị bong khi nhận hàng  ,3,,0,0,3
sản phẩm quá nhỏ ,3,,0,0,3
không ưng lắm  ,3,,0,0,3
dép rất đẹp nhưng lại bị sứt hết 1 bên hình rồi,3,,0,0,3
"bình thường, giống dép hàng chợ",3,,0,0,3
- dép bị bẩn 1 chiếc - vì dày nên đi êm chân - đế dép khá dày 3 cm - dép hơi to xíu( thường mình đi size 40 là vừa) - dép hơi to dày nên đeo vào form hơi không đẹp => tạm được thôi !,3,shop xl sự cố chị gặp phải ạ. để shop xử lý lỗi cho mình ạ,0,0,3
"mang vào nhìn dễ thương, nâng tone chân nè. có điều mới mang mà đã nghe tiếng xèo xèo của dép rồi!",3,,0,0,3
đẹp !,3,,0,0,3
"dép đúng size và giống hình mình đặt size 40 mà hơi bé giao hàng nhanh phục vụ tốt nên mua nha mọi người, hình ảnh mang tính chất lấy xu",3,"chào bạn ạ, rất xin lỗi bạn vì đã không làm bạn hài lòng ạ. không biết sản phẩm có vấn đề gì mà bạn đánh giá 3 sao vậy ạ, hãy liên hệ với shop để shop xử lý cho bạn ạ",0,0,3
"lần trước mùa cũng 55k ở shop khác chất xịn hơn cơ   không tìm thấy nên mua tạm ở shop này, cơ mà mang đau chân quá. phần dây cố định làm khá chặt. shop kia mua size 39 mang đẹp mà này lấy tận 40 mang bó đau hết chân. form giày thô, chất tạm, đế khá thấp   tạm ",3,,0,0,3
dép tạm được màu giao về khá ưng đi êm nhưng hơi hở ở chỗ quai dép,3,,0,0,3
giao hàng không đúng màu đặt đen giao tím,3,,1,0,0
dép quá chật mang đau chân,3,,0,0,3
tốt,3,,0,0,3
mọi người nên lên 1 hay 2 size ạ chứ nhỏ lắm mua về không biết cho ai mang,3,"chào bạn ạ, rất xin lỗi bạn vì đã không làm hài lòng bạn ạ. nếu sản phẩm không được đúng yêu cầu của bạn thì bạn có thể liên hệ shop để shop đổi cho bạn hoặc bạn trả hàng trên shope nha bạn ơi.",0,0,3
hàng phù hợp giá tiền vì thế chất lượng không đẹp lắm.màu hồng xỉn không như hình,3,,0,0,3
"đóng hàng chưa chắc chắn, dép bị gãy mất một chốt cài",3,,0,0,3
"giao sai màu, hơi có mùi. đặt lớn hơn 1 size thì đẹp giá rẻ mà như này cũng tốt lắm rồi",3,,1,0,3
đẹp không được đẹp cho lắm. giá như này không đồi hỏi nhìu,3,,0,0,3
giày nặng,3,,0,0,3
"giày dơ , có vài chỗ bị bong tróc màu ",3,,0,0,3
cỡ 40 gì mà nhỏ vậy với cả hàng về lâu quá ,3,,0,1,3
"ổn nhưng mà khác hình chụp mẫu nhiều quá, không vui cho lắm",3,dạ shop xin lỗi c a. mong chị check ib của shop để nhận tiền về sản phẩm bị lỗi hoặc giao không đúng ạ. hoặc đổi trả. xin lỗi c vì trải nghiệm chưa tốt tại shop. mong a/c check ib - cảm ơn a/c,0,0,3
chất lượng ok mà size nhỏ quá shop ơi. hình 2 đôi cùng size mà vậy đó ,3,,0,0,3
dép không giống ảnh.khá thất vọng,3,,0,0,3
đặt đúng size 40-41 nhưng nhận được chỉ tầm 38 - 39. ai mua nên đặt hơn 2 size luôn nha được cái dép êm ,3,dạ shop xin lỗi c a. mong chị check ib của shop để nhận tiền về sản phẩm bị lỗi hoặc giao không đúng ạ. hoặc đổi trả. xin lỗi c vì trải nghiệm chưa tốt tại shop. mong a/c check ib - cảm ơn a/c,0,0,3
được thôi,3,,0,0,3
đặt màu đen mà shop lại sao màu trắng ,3,,1,0,0
shop giao lộn size rồi ạ ,3,,1,0,0
"đặt 1 đen 1 trắng , giao 2 trắng ",3,,1,0,0
"đã nhận được hàng, hàng không giống như hình nhé mọi người. dép to hơn số và nhìn rất thô, không đẹp. mọi người cân nhắc trước khi mua!",3,,0,0,3
dép tạm được nhưng hơi xước,3,,0,0,3
tiền nào của đó giá nào chất lượng đó chất lượng tạm được nhưng mình tưởng nó là đế cứng,3,,0,0,3
"dép tạm được, phần trên hơi bè ra, có vài vết nứt nhỏ trên dép không biết đi có bền không",3,,0,0,3
chất lượng cũng được giao hàng nhanh cũng đáng giá tiền bỏ ra,3,,0,1,3
hàng giao nhanh rất ok nhưng giao sai size shop không hoàn lại tiền nên cho 3 size đóng gió không cẩn thận đặt size 36 giao 39 nhắn tin không rep,3,,1,1,0
đặt một đen một kem giao 2 kem dép đi ok nhưng hơi đau ở ngón cái chân xíu đi vui vui cũng được,3,,1,0,0
